calldate,oa_p2a,momt,opr,sms_count,idr
2026-03-20,GRAB,MO,GAH,40028,9770799.0
2026-03-20,GRAB,MT,GAH,66974,12580635.0
2026-03-20,MYXL,MO,GAH,10454,2587684.0
2026-03-20,MYXL,MT,GAH,39661,9146898.0
2026-03-20,SHOPEE,MO,GAH,5067,991571.0
2026-03-20,SHOPEE,MT,GAH,61025,13579406.0
2026-03-20,DANA,MO,GAH,24353,3715490.0
2026-03-20,DANA,MT,GAH,23366,5535418.0
2026-03-20,GOJEK,MO,GAH,36635,8979465.0
2026-03-20,GOJEK,MT,GAH,28872,5394531.0
2026-03-20,OVO,MO,INS,7794,1663066.0
2026-03-20,OVO,MT,INS,10086,2490836.0
2026-03-20,GRAB,MO,INS,38045,8285932.0
2026-03-20,GRAB,MT,INS,36128,7611313.0
2026-03-20,DANA,MO,INS,62006,13884412.0
2026-03-20,DANA,MT,INS,15473,2859927.0
2026-03-20,INDOSAT_MKT,MO,INS,64319,15995309.0
2026-03-20,INDOSAT_MKT,MT,INS,17876,3993995.0
2026-03-20,TOKOPEDIA,MO,INS,41904,8829901.0
2026-03-20,TOKOPEDIA,MT,INS,20560,4872430.0
2026-03-20,BANK_BCA,MO,INS,74244,16963729.0
2026-03-20,BANK_BCA,MT,INS,74851,11465270.0
2026-03-20,GOJEK,MO,INS,72524,16657463.0
2026-03-20,GOJEK,MT,INS,45245,10552736.0
2026-03-20,OVO,MO,MVN,33225,5686927.0
2026-03-20,OVO,MT,MVN,16418,2635860.0
2026-03-20,GOJEK,MO,MVN,6907,1146725.0
2026-03-20,GOJEK,MT,MVN,48648,11688405.0
2026-03-20,LAZADA,MO,MVN,47712,8208258.0
2026-03-20,LAZADA,MT,MVN,33052,7158841.0
2026-03-20,BANK_BCA,MO,MVN,19895,4308215.0
2026-03-20,BANK_BCA,MT,MVN,77533,16542039.0
2026-03-20,SHOPEE,MO,MVN,78187,12435187.0
2026-03-20,SHOPEE,MT,MVN,46440,11015292.0
2026-03-20,MYXL,MO,MVN,12543,2689202.0
2026-03-20,MYXL,MT,MVN,43701,10532671.0
2026-03-20,TOKOPEDIA,MO,MVN,55592,11974070.0
2026-03-20,TOKOPEDIA,MT,MVN,94709,23357588.0
2026-03-20,SHOPEE,MO,TLG,20142,3200845.0
2026-03-20,SHOPEE,MT,TLG,29595,6642946.0
2026-03-20,LAZADA,MO,TLG,20869,4325808.0
2026-03-20,LAZADA,MT,TLG,21675,5100843.0
2026-03-20,MYXL,MO,TLG,50374,10462261.0
2026-03-20,MYXL,MT,TLG,5649,1022920.0
2026-03-20,BANK_BCA,MO,TLG,76899,12994837.0
2026-03-20,BANK_BCA,MT,TLG,55973,13880462.0
2026-03-20,GOJEK,MO,TLG,42321,9612288.0
2026-03-20,GOJEK,MT,TLG,24364,4920922.0
2026-03-20,DANA,MO,TLG,36383,5845242.0
2026-03-20,DANA,MT,TLG,5860,1194440.0
2026-03-20,INDOSAT_MKT,MO,TLI,71225,11733787.0
2026-03-20,INDOSAT_MKT,MT,TLI,40047,6591218.0
2026-03-20,GOJEK,MO,TLI,8758,1838199.0
2026-03-20,GOJEK,MT,TLI,42031,8416195.0
2026-03-20,MYXL,MO,TLI,17430,3091128.0
2026-03-20,MYXL,MT,TLI,70880,15105074.0
2026-03-20,DANA,MO,TLI,27179,5422280.0
2026-03-20,DANA,MT,TLI,47695,7434757.0
2026-03-20,TOKOPEDIA,MO,TLI,38564,6373481.0
2026-03-20,TOKOPEDIA,MT,TLI,32324,7589901.0
2026-03-20,SHOPEE,MO,TLI,33981,7477204.0
2026-03-20,SHOPEE,MT,TLI,11500,2786632.0
2026-03-20,OVO,MO,TSV,23168,5771295.0
2026-03-20,OVO,MT,TSV,67814,12832345.0
2026-03-20,DANA,MO,TSV,63172,13758222.0
2026-03-20,DANA,MT,TSV,47864,10806323.0
2026-03-20,MYXL,MO,TSV,58036,9122233.0
2026-03-20,MYXL,MT,TSV,38371,6839109.0
2026-03-20,GRAB,MO,TSV,31124,6850731.0
2026-03-20,GRAB,MT,TSV,86840,16445520.0
2026-03-21,INDOSAT_MKT,MO,GAH,14002,2908436.0
2026-03-21,INDOSAT_MKT,MT,GAH,30161,6623221.0
2026-03-21,BANK_BCA,MO,GAH,22130,5305044.0
2026-03-21,BANK_BCA,MT,GAH,15855,2724105.0
2026-03-21,MYXL,MO,GAH,15334,3427638.0
2026-03-21,MYXL,MT,GAH,2997,558109.0
2026-03-21,SHOPEE,MO,GAH,9030,1967021.0
2026-03-21,SHOPEE,MT,GAH,12431,2332747.0
2026-03-21,GOJEK,MO,INS,5348,864957.0
2026-03-21,GOJEK,MT,INS,32593,7007814.0
2026-03-21,BANK_BCA,MO,INS,26635,6578118.0
2026-03-21,BANK_BCA,MT,INS,24339,4247158.0
2026-03-21,TOKOPEDIA,MO,INS,9033,1572515.0
2026-03-21,TOKOPEDIA,MT,INS,35073,6322573.0
2026-03-21,LAZADA,MO,INS,12571,2706281.0
2026-03-21,LAZADA,MT,INS,28491,6484124.0
2026-03-21,SHOPEE,MO,INS,8401,1913522.0
2026-03-21,SHOPEE,MT,INS,22119,3926600.0
2026-03-21,OVO,MO,INS,33745,6301282.0
2026-03-21,OVO,MT,INS,11204,1811270.0
2026-03-21,OVO,MO,MVN,3610,753353.0
2026-03-21,OVO,MT,MVN,35349,6269940.0
2026-03-21,GRAB,MO,MVN,7951,1824233.0
2026-03-21,GRAB,MT,MVN,14508,2733249.0
2026-03-21,SHOPEE,MO,MVN,27010,4857379.0
2026-03-21,SHOPEE,MT,MVN,8787,1405429.0
2026-03-21,GRAB,MO,TLG,3648,690857.0
2026-03-21,GRAB,MT,TLG,37188,8491785.0
2026-03-21,GOJEK,MO,TLG,35758,7110705.0
2026-03-21,GOJEK,MT,TLG,32184,7521864.0
2026-03-21,DANA,MO,TLG,36309,8037902.0
2026-03-21,DANA,MT,TLG,10918,2460380.0
2026-03-21,TOKOPEDIA,MO,TLI,38679,7531702.0
2026-03-21,TOKOPEDIA,MT,TLI,23519,3817240.0
2026-03-21,GOJEK,MO,TLI,10208,2118243.0
2026-03-21,GOJEK,MT,TLI,14595,2317425.0
2026-03-21,GRAB,MO,TLI,17053,4009928.0
2026-03-21,GRAB,MT,TLI,5027,796584.0
2026-03-21,BANK_BCA,MO,TLI,11934,2394137.0
2026-03-21,BANK_BCA,MT,TLI,27592,6804949.0
2026-03-21,DANA,MO,TSV,5413,1324136.0
2026-03-21,DANA,MT,TSV,34611,8322629.0
2026-03-21,BANK_BCA,MO,TSV,23979,5177444.0
2026-03-21,BANK_BCA,MT,TSV,27153,4452698.0
2026-03-21,SHOPEE,MO,TSV,31280,6866277.0
2026-03-21,SHOPEE,MT,TSV,35291,8507895.0
2026-03-21,GOJEK,MO,TSV,28741,6053349.0
2026-03-21,GOJEK,MT,TSV,37327,6382318.0
2026-03-22,BANK_BCA,MO,GAH,13390,2198193.0
2026-03-22,BANK_BCA,MT,GAH,16088,3953502.0
2026-03-22,SHOPEE,MO,GAH,36304,6229911.0
2026-03-22,SHOPEE,MT,GAH,24183,4298276.0
2026-03-22,LAZADA,MO,GAH,33109,5212547.0
2026-03-22,LAZADA,MT,GAH,16574,2918142.0
2026-03-22,DANA,MO,INS,35261,8604387.0
2026-03-22,DANA,MT,INS,12872,2620616.0
2026-03-22,OVO,MO,INS,7901,1682572.0
2026-03-22,OVO,MT,INS,19221,4796330.0
2026-03-22,TOKOPEDIA,MO,INS,14897,3298859.0
2026-03-22,TOKOPEDIA,MT,INS,33786,7288715.0
2026-03-22,GOJEK,MO,INS,34126,7183334.0
2026-03-22,GOJEK,MT,INS,31485,7309456.0
2026-03-22,DANA,MO,MVN,8562,1515581.0
2026-03-22,DANA,MT,MVN,33196,5344523.0
2026-03-22,LAZADA,MO,MVN,37032,7061192.0
2026-03-22,LAZADA,MT,MVN,23720,5076501.0
2026-03-22,BANK_BCA,MO,MVN,22609,5447063.0
2026-03-22,BANK_BCA,MT,MVN,21614,3558377.0
2026-03-22,MYXL,MO,MVN,16043,2845462.0
2026-03-22,MYXL,MT,MVN,8744,1641385.0
2026-03-22,TOKOPEDIA,MO,MVN,16292,3060668.0
2026-03-22,TOKOPEDIA,MT,MVN,8640,1972282.0
2026-03-22,GOJEK,MO,TLG,34563,5514667.0
2026-03-22,GOJEK,MT,TLG,24818,5461091.0
2026-03-22,GRAB,MO,TLG,20200,4144115.0
2026-03-22,GRAB,MT,TLG,8336,1997781.0
2026-03-22,MYXL,MO,TLG,14127,2568283.0
2026-03-22,MYXL,MT,TLG,32665,5489917.0
2026-03-22,GRAB,MO,TLI,36662,8114117.0
2026-03-22,GRAB,MT,TLI,11855,1947385.0
2026-03-22,DANA,MO,TLI,34176,7639780.0
2026-03-22,DANA,MT,TLI,6058,1465092.0
2026-03-22,OVO,MO,TLI,23821,5258492.0
2026-03-22,OVO,MT,TLI,16045,3494946.0
2026-03-22,MYXL,MO,TLI,27698,6112358.0
2026-03-22,MYXL,MT,TLI,16227,3146350.0
2026-03-22,TOKOPEDIA,MO,TLI,28140,6467891.0
2026-03-22,TOKOPEDIA,MT,TLI,36274,6481510.0
2026-03-22,GOJEK,MO,TLI,25854,5224045.0
2026-03-22,GOJEK,MT,TLI,17148,3095535.0
2026-03-22,BANK_BCA,MO,TLI,8444,2066631.0
2026-03-22,BANK_BCA,MT,TLI,29652,6732719.0
2026-03-22,TOKOPEDIA,MO,TSV,7043,1172739.0
2026-03-22,TOKOPEDIA,MT,TSV,5704,903847.0
2026-03-22,LAZADA,MO,TSV,21097,4333661.0
2026-03-22,LAZADA,MT,TSV,36665,8463554.0
2026-03-22,SHOPEE,MO,TSV,2497,614803.0
2026-03-22,SHOPEE,MT,TSV,29794,6486252.0
2026-03-23,OVO,MO,GAH,6918,1464047.0
2026-03-23,OVO,MT,GAH,6460,1430347.0
2026-03-23,LAZADA,MO,GAH,80233,18049761.0
2026-03-23,LAZADA,MT,GAH,39167,9769119.0
2026-03-23,TOKOPEDIA,MO,GAH,68282,14913322.0
2026-03-23,TOKOPEDIA,MT,GAH,8537,1799065.0
2026-03-23,SHOPEE,MO,GAH,26024,5658976.0
2026-03-23,SHOPEE,MT,GAH,80991,19468605.0
2026-03-23,TOKOPEDIA,MO,INS,58455,14335993.0
2026-03-23,TOKOPEDIA,MT,INS,64699,12910736.0
2026-03-23,INDOSAT_MKT,MO,INS,28519,5342418.0
2026-03-23,INDOSAT_MKT,MT,INS,20594,3785092.0
2026-03-23,GOJEK,MO,INS,35638,8309807.0
2026-03-23,GOJEK,MT,INS,20182,3612709.0
2026-03-23,MYXL,MO,INS,79727,14299397.0
2026-03-23,MYXL,MT,INS,29822,4479963.0
2026-03-23,DANA,MO,MVN,80139,12481623.0
2026-03-23,DANA,MT,MVN,5586,1181735.0
2026-03-23,SHOPEE,MO,MVN,54433,9788962.0
2026-03-23,SHOPEE,MT,MVN,16366,2463336.0
2026-03-23,MYXL,MO,MVN,31122,5919616.0
2026-03-23,MYXL,MT,MVN,5707,913883.0
2026-03-23,INDOSAT_MKT,MO,MVN,59657,10127041.0
2026-03-23,INDOSAT_MKT,MT,MVN,75973,15303383.0
2026-03-23,OVO,MO,MVN,27685,5289826.0
2026-03-23,OVO,MT,MVN,63065,9503331.0
2026-03-23,BANK_BCA,MO,MVN,32120,5544218.0
2026-03-23,BANK_BCA,MT,MVN,56298,10551987.0
2026-03-23,GRAB,MO,MVN,52313,10087733.0
2026-03-23,GRAB,MT,MVN,30461,6203161.0
2026-03-23,TOKOPEDIA,MO,TLG,56242,12638090.0
2026-03-23,TOKOPEDIA,MT,TLG,5726,1064599.0
2026-03-23,OVO,MO,TLG,36767,5921934.0
2026-03-23,OVO,MT,TLG,43291,6667924.0
2026-03-23,GRAB,MO,TLG,54748,10517396.0
2026-03-23,GRAB,MT,TLG,40610,9750452.0
2026-03-23,LAZADA,MO,TLG,25328,5486564.0
2026-03-23,LAZADA,MT,TLG,65540,16120866.0
2026-03-23,DANA,MO,TLG,43663,7068133.0
2026-03-23,DANA,MT,TLG,72298,14821984.0
2026-03-23,INDOSAT_MKT,MO,TLI,17096,4201647.0
2026-03-23,INDOSAT_MKT,MT,TLI,7905,1285451.0
2026-03-23,DANA,MO,TLI,53468,10693605.0
2026-03-23,DANA,MT,TLI,41499,6440810.0
2026-03-23,GRAB,MO,TLI,54268,10471906.0
2026-03-23,GRAB,MT,TLI,6512,1259635.0
2026-03-23,TOKOPEDIA,MO,TLI,43198,7698849.0
2026-03-23,TOKOPEDIA,MT,TLI,16442,3717372.0
2026-03-23,LAZADA,MO,TSV,47078,10671300.0
2026-03-23,LAZADA,MT,TSV,34271,8548068.0
2026-03-23,GOJEK,MO,TSV,36113,7823269.0
2026-03-23,GOJEK,MT,TSV,56518,9599088.0
2026-03-23,GRAB,MO,TSV,19209,4228179.0
2026-03-23,GRAB,MT,TSV,79556,16795071.0
2026-03-23,TOKOPEDIA,MO,TSV,27954,6967679.0
2026-03-23,TOKOPEDIA,MT,TSV,18638,3223226.0
2026-03-24,DANA,MO,GAH,23166,4462473.0
2026-03-24,DANA,MT,GAH,34014,5411408.0
2026-03-24,BANK_BCA,MO,GAH,12305,2313774.0
2026-03-24,BANK_BCA,MT,GAH,76969,13904034.0
2026-03-24,MYXL,MO,GAH,34343,5913093.0
2026-03-24,MYXL,MT,GAH,53063,10502204.0
2026-03-24,TOKOPEDIA,MO,GAH,75529,14554988.0
2026-03-24,TOKOPEDIA,MT,GAH,10788,1946468.0
2026-03-24,INDOSAT_MKT,MO,INS,45531,8285918.0
2026-03-24,INDOSAT_MKT,MT,INS,11873,1996744.0
2026-03-24,MYXL,MO,INS,4775,741142.0
2026-03-24,MYXL,MT,INS,44273,7579438.0
2026-03-24,LAZADA,MO,INS,66251,11793734.0
2026-03-24,LAZADA,MT,INS,17770,3431223.0
2026-03-24,OVO,MO,INS,42315,10360101.0
2026-03-24,OVO,MT,INS,53636,9838356.0
2026-03-24,SHOPEE,MO,INS,18182,2903460.0
2026-03-24,SHOPEE,MT,INS,8073,1762305.0
2026-03-24,INDOSAT_MKT,MO,MVN,74685,15719055.0
2026-03-24,INDOSAT_MKT,MT,MVN,39013,8388764.0
2026-03-24,LAZADA,MO,MVN,30550,6367620.0
2026-03-24,LAZADA,MT,MVN,17029,4065152.0
2026-03-24,GRAB,MO,MVN,22789,4853051.0
2026-03-24,GRAB,MT,MVN,16849,2596497.0
2026-03-24,OVO,MO,MVN,35997,6094031.0
2026-03-24,OVO,MT,MVN,71613,17369738.0
2026-03-24,GRAB,MO,TLG,64486,16054722.0
2026-03-24,GRAB,MT,TLG,28006,5695181.0
2026-03-24,INDOSAT_MKT,MO,TLG,26015,4016225.0
2026-03-24,INDOSAT_MKT,MT,TLG,30388,5829064.0
2026-03-24,MYXL,MO,TLG,39454,9435766.0
2026-03-24,MYXL,MT,TLG,79947,19787891.0
2026-03-24,OVO,MO,TLI,62952,12739991.0
2026-03-24,OVO,MT,TLI,81325,18630624.0
2026-03-24,TOKOPEDIA,MO,TLI,28407,5963066.0
2026-03-24,TOKOPEDIA,MT,TLI,19600,3507726.0
2026-03-24,DANA,MO,TLI,90001,14047297.0
2026-03-24,DANA,MT,TLI,34838,7806204.0
2026-03-24,BANK_BCA,MO,TLI,75098,14982246.0
2026-03-24,BANK_BCA,MT,TLI,66388,15735654.0
2026-03-24,SHOPEE,MO,TLI,15188,2529589.0
2026-03-24,SHOPEE,MT,TLI,56812,10704235.0
2026-03-24,DANA,MO,TSV,84381,14495033.0
2026-03-24,DANA,MT,TSV,5823,1385382.0
2026-03-24,MYXL,MO,TSV,86102,16836738.0
2026-03-24,MYXL,MT,TSV,68103,11978191.0
2026-03-24,SHOPEE,MO,TSV,28156,5057842.0
2026-03-24,SHOPEE,MT,TSV,38299,7859533.0
2026-03-24,TOKOPEDIA,MO,TSV,22008,3794024.0
2026-03-24,TOKOPEDIA,MT,TSV,80563,14003596.0
2026-03-24,BANK_BCA,MO,TSV,8032,1718539.0
2026-03-24,BANK_BCA,MT,TSV,41523,10078662.0
2026-03-24,LAZADA,MO,TSV,32042,7604793.0
2026-03-24,LAZADA,MT,TSV,11375,2436995.0
2026-03-25,SHOPEE,MO,GAH,58847,12550199.0
2026-03-25,SHOPEE,MT,GAH,55305,10090739.0
2026-03-25,GRAB,MO,GAH,70345,12409127.0
2026-03-25,GRAB,MT,GAH,22441,4282512.0
2026-03-25,TOKOPEDIA,MO,GAH,43730,7979129.0
2026-03-25,TOKOPEDIA,MT,GAH,13096,2784151.0
2026-03-25,BANK_BCA,MO,GAH,5494,1276768.0
2026-03-25,BANK_BCA,MT,GAH,35740,7971724.0
2026-03-25,GOJEK,MO,INS,13825,3072748.0
2026-03-25,GOJEK,MT,INS,51598,12619097.0
2026-03-25,MYXL,MO,INS,36838,8730701.0
2026-03-25,MYXL,MT,INS,82093,14006371.0
2026-03-25,BANK_BCA,MO,INS,63100,10857232.0
2026-03-25,BANK_BCA,MT,INS,34576,5891469.0
2026-03-25,GRAB,MO,INS,51235,8482679.0
2026-03-25,GRAB,MT,INS,36074,8043823.0
2026-03-25,INDOSAT_MKT,MO,INS,61382,11470086.0
2026-03-25,INDOSAT_MKT,MT,INS,63858,10176992.0
2026-03-25,OVO,MO,MVN,75835,15095096.0
2026-03-25,OVO,MT,MVN,30640,6580137.0
2026-03-25,GOJEK,MO,MVN,7356,1331554.0
2026-03-25,GOJEK,MT,MVN,28045,6499427.0
2026-03-25,GRAB,MO,MVN,36048,5657568.0
2026-03-25,GRAB,MT,MVN,12386,2386033.0
2026-03-25,TOKOPEDIA,MO,MVN,52669,12688652.0
2026-03-25,TOKOPEDIA,MT,MVN,62282,9966576.0
2026-03-25,GOJEK,MO,TLG,6316,1429592.0
2026-03-25,GOJEK,MT,TLG,10391,1695997.0
2026-03-25,BANK_BCA,MO,TLG,14710,2600223.0
2026-03-25,BANK_BCA,MT,TLG,6593,1511380.0
2026-03-25,TOKOPEDIA,MO,TLG,7227,1776120.0
2026-03-25,TOKOPEDIA,MT,TLG,20457,4178077.0
2026-03-25,SHOPEE,MO,TLG,53608,12612463.0
2026-03-25,SHOPEE,MT,TLG,13850,2357715.0
2026-03-25,DANA,MO,TLG,60145,13590796.0
2026-03-25,DANA,MT,TLG,45284,10485351.0
2026-03-25,GRAB,MO,TLG,41623,7624319.0
2026-03-25,GRAB,MT,TLG,27667,4824596.0
2026-03-25,MYXL,MO,TLG,80182,17576225.0
2026-03-25,MYXL,MT,TLG,74562,12101976.0
2026-03-25,TOKOPEDIA,MO,TLI,18401,3701439.0
2026-03-25,TOKOPEDIA,MT,TLI,55337,9085422.0
2026-03-25,GRAB,MO,TLI,35105,5350005.0
2026-03-25,GRAB,MT,TLI,65655,12378482.0
2026-03-25,MYXL,MO,TLI,43018,9271947.0
2026-03-25,MYXL,MT,TLI,35643,8631633.0
2026-03-25,TOKOPEDIA,MO,TSV,45847,8515200.0
2026-03-25,TOKOPEDIA,MT,TSV,46717,7560450.0
2026-03-25,OVO,MO,TSV,17244,4130949.0
2026-03-25,OVO,MT,TSV,31786,5333906.0
2026-03-25,GOJEK,MO,TSV,73753,13532525.0
2026-03-25,GOJEK,MT,TSV,29902,6516941.0
2026-03-25,BANK_BCA,MO,TSV,22866,5472103.0
2026-03-25,BANK_BCA,MT,TSV,45333,9632167.0
2026-03-25,LAZADA,MO,TSV,44579,8239919.0
2026-03-25,LAZADA,MT,TSV,18983,3362066.0
2026-03-25,DANA,MO,TSV,63254,13673818.0
2026-03-25,DANA,MT,TSV,40607,9383138.0
2026-03-26,BANK_BCA,MO,GAH,53844,8872308.0
2026-03-26,BANK_BCA,MT,GAH,66400,14749721.0
2026-03-26,GOJEK,MO,GAH,74222,17179793.0
2026-03-26,GOJEK,MT,GAH,19361,4022912.0
2026-03-26,GRAB,MO,GAH,44612,7337192.0
2026-03-26,GRAB,MT,GAH,48665,12140806.0
2026-03-26,DANA,MO,INS,54794,10856272.0
2026-03-26,DANA,MT,INS,61143,12850688.0
2026-03-26,INDOSAT_MKT,MO,INS,43876,7187860.0
2026-03-26,INDOSAT_MKT,MT,INS,34874,6567420.0
2026-03-26,GRAB,MO,INS,78459,15669065.0
2026-03-26,GRAB,MT,INS,77190,15380890.0
2026-03-26,SHOPEE,MO,INS,66329,15397642.0
2026-03-26,SHOPEE,MT,INS,61253,9700134.0
2026-03-26,GRAB,MO,MVN,33454,8343111.0
2026-03-26,GRAB,MT,MVN,6737,1254698.0
2026-03-26,SHOPEE,MO,MVN,56798,13958766.0
2026-03-26,SHOPEE,MT,MVN,19156,2987526.0
2026-03-26,TOKOPEDIA,MO,MVN,48524,9029630.0
2026-03-26,TOKOPEDIA,MT,MVN,23527,4222384.0
2026-03-26,OVO,MO,MVN,23024,5376685.0
2026-03-26,OVO,MT,MVN,61771,15268677.0
2026-03-26,GOJEK,MO,MVN,57853,10080870.0
2026-03-26,GOJEK,MT,MVN,33384,5194102.0
2026-03-26,BANK_BCA,MO,MVN,24522,3965786.0
2026-03-26,BANK_BCA,MT,MVN,22094,4148062.0
2026-03-26,DANA,MO,TLG,22065,4772102.0
2026-03-26,DANA,MT,TLG,11864,2345307.0
2026-03-26,INDOSAT_MKT,MO,TLG,29105,4453606.0
2026-03-26,INDOSAT_MKT,MT,TLG,51686,8483107.0
2026-03-26,BANK_BCA,MO,TLG,40308,6356835.0
2026-03-26,BANK_BCA,MT,TLG,80238,18704023.0
2026-03-26,GOJEK,MO,TLI,49300,9713010.0
2026-03-26,GOJEK,MT,TLI,47308,9196550.0
2026-03-26,LAZADA,MO,TLI,5991,1070453.0
2026-03-26,LAZADA,MT,TLI,29044,4530866.0
2026-03-26,OVO,MO,TLI,9104,1915640.0
2026-03-26,OVO,MT,TLI,28365,5682347.0
2026-03-26,INDOSAT_MKT,MO,TLI,7217,1368625.0
2026-03-26,INDOSAT_MKT,MT,TLI,54278,11832080.0
2026-03-26,TOKOPEDIA,MO,TLI,68388,14047962.0
2026-03-26,TOKOPEDIA,MT,TLI,36532,8837640.0
2026-03-26,MYXL,MO,TLI,69845,12614244.0
2026-03-26,MYXL,MT,TLI,35045,6741502.0
2026-03-26,MYXL,MO,TSV,27852,5293001.0
2026-03-26,MYXL,MT,TSV,11377,1955600.0
2026-03-26,TOKOPEDIA,MO,TSV,33005,7665428.0
2026-03-26,TOKOPEDIA,MT,TSV,85246,17944994.0
2026-03-26,DANA,MO,TSV,15024,3480398.0
2026-03-26,DANA,MT,TSV,68012,13448803.0
2026-03-26,GRAB,MO,TSV,56387,13122685.0
2026-03-26,GRAB,MT,TSV,30211,4696819.0
2026-03-27,DANA,MO,GAH,14893,2774122.0
2026-03-27,DANA,MT,GAH,50105,7656289.0
2026-03-27,SHOPEE,MO,GAH,46801,7781885.0
2026-03-27,SHOPEE,MT,GAH,17480,2736178.0
2026-03-27,MYXL,MO,GAH,7441,1679078.0
2026-03-27,MYXL,MT,GAH,38549,6506084.0
2026-03-27,BANK_BCA,MO,GAH,36563,7818592.0
2026-03-27,BANK_BCA,MT,GAH,8897,1548376.0
2026-03-27,LAZADA,MO,GAH,15754,3901735.0
2026-03-27,LAZADA,MT,GAH,64092,9901410.0
2026-03-27,BANK_BCA,MO,INS,49392,11121495.0
2026-03-27,BANK_BCA,MT,INS,51237,10248507.0
2026-03-27,LAZADA,MO,INS,43409,9775022.0
2026-03-27,LAZADA,MT,INS,50930,12599322.0
2026-03-27,INDOSAT_MKT,MO,INS,19464,3564478.0
2026-03-27,INDOSAT_MKT,MT,INS,72479,11603909.0
2026-03-27,GRAB,MO,INS,25444,3876865.0
2026-03-27,GRAB,MT,INS,49049,9696757.0
2026-03-27,GOJEK,MO,INS,9030,1616478.0
2026-03-27,GOJEK,MT,INS,29333,6401558.0
2026-03-27,DANA,MO,INS,14195,3385797.0
2026-03-27,DANA,MT,INS,20080,4925259.0
2026-03-27,SHOPEE,MO,MVN,70905,17671503.0
2026-03-27,SHOPEE,MT,MVN,73604,17887444.0
2026-03-27,GOJEK,MO,MVN,55073,10725358.0
2026-03-27,GOJEK,MT,MVN,25019,4601046.0
2026-03-27,GRAB,MO,MVN,51648,10967302.0
2026-03-27,GRAB,MT,MVN,59092,9100244.0
2026-03-27,MYXL,MO,MVN,55494,9651021.0
2026-03-27,MYXL,MT,MVN,15331,3768384.0
2026-03-27,OVO,MO,TLG,76667,12221594.0
2026-03-27,OVO,MT,TLG,46138,7703743.0
2026-03-27,TOKOPEDIA,MO,TLG,46452,7717872.0
2026-03-27,TOKOPEDIA,MT,TLG,48549,10081256.0
2026-03-27,BANK_BCA,MO,TLG,53272,8466142.0
2026-03-27,BANK_BCA,MT,TLG,29373,6493357.0
2026-03-27,GRAB,MO,TLG,55457,9749031.0
2026-03-27,GRAB,MT,TLG,49396,12242718.0
2026-03-27,GOJEK,MO,TLG,65383,14059255.0
2026-03-27,GOJEK,MT,TLG,23186,5656989.0
2026-03-27,MYXL,MO,TLG,75450,15001414.0
2026-03-27,MYXL,MT,TLG,53922,12720217.0
2026-03-27,LAZADA,MO,TLG,57203,10920243.0
2026-03-27,LAZADA,MT,TLG,24376,4730962.0
2026-03-27,LAZADA,MO,TLI,39788,9459233.0
2026-03-27,LAZADA,MT,TLI,9801,2078414.0
2026-03-27,INDOSAT_MKT,MO,TLI,13713,3073142.0
2026-03-27,INDOSAT_MKT,MT,TLI,36282,7981116.0
2026-03-27,GRAB,MO,TLI,82638,12461339.0
2026-03-27,GRAB,MT,TLI,17903,3205820.0
2026-03-27,BANK_BCA,MO,TLI,24063,4981363.0
2026-03-27,BANK_BCA,MT,TLI,14687,2530645.0
2026-03-27,OVO,MO,TLI,65675,14245896.0
2026-03-27,OVO,MT,TLI,53169,10452375.0
2026-03-27,SHOPEE,MO,TLI,73119,17549485.0
2026-03-27,SHOPEE,MT,TLI,53822,8660601.0
2026-03-27,MYXL,MO,TLI,27389,6112617.0
2026-03-27,MYXL,MT,TLI,61554,13961781.0
2026-03-27,DANA,MO,TSV,48398,12082262.0
2026-03-27,DANA,MT,TSV,67045,11482363.0
2026-03-27,INDOSAT_MKT,MO,TSV,74069,11957154.0
2026-03-27,INDOSAT_MKT,MT,TSV,59983,9227079.0
2026-03-27,TOKOPEDIA,MO,TSV,21492,5262389.0
2026-03-27,TOKOPEDIA,MT,TSV,23685,5069103.0
2026-03-27,GOJEK,MO,TSV,44692,9243229.0
2026-03-27,GOJEK,MT,TSV,49544,7740756.0
2026-03-28,DANA,MO,GAH,3933,964625.0
2026-03-28,DANA,MT,GAH,31701,5610595.0
2026-03-28,OVO,MO,GAH,14027,2221303.0
2026-03-28,OVO,MT,GAH,7254,1286791.0
2026-03-28,SHOPEE,MO,GAH,9278,1668497.0
2026-03-28,SHOPEE,MT,GAH,30983,7346965.0
2026-03-28,BANK_BCA,MO,GAH,37918,6499543.0
2026-03-28,BANK_BCA,MT,GAH,18509,3117061.0
2026-03-28,TOKOPEDIA,MO,GAH,5512,877754.0
2026-03-28,TOKOPEDIA,MT,GAH,28795,5304094.0
2026-03-28,GOJEK,MO,INS,32050,6523798.0
2026-03-28,GOJEK,MT,INS,13498,3328053.0
2026-03-28,SHOPEE,MO,INS,38436,7128696.0
2026-03-28,SHOPEE,MT,INS,37020,6993589.0
2026-03-28,INDOSAT_MKT,MO,INS,3019,622188.0
2026-03-28,INDOSAT_MKT,MT,INS,15414,2432034.0
2026-03-28,GRAB,MO,INS,12451,2270729.0
2026-03-28,GRAB,MT,INS,23855,3612093.0
2026-03-28,DANA,MO,INS,36739,8941609.0
2026-03-28,DANA,MT,INS,26682,6308429.0
2026-03-28,DANA,MO,MVN,24382,5957312.0
2026-03-28,DANA,MT,MVN,10206,2178259.0
